0,chair,417,492,796,1066
1,chair,417,492,796,1066
2,chair,416,492,796,1066
3,chair,416,492,796,1066
4,chair,416,492,796,1066
5,chair,417,492,796,1066
6,chair,416,492,796,1066
7,chair,416,492,796,1066
8,chair,416,492,796,1067
9,chair,416,492,796,1067
10,chair,417,492,796,1067
11,chair,417,492,796,1066
12,chair,417,492,796,1066
13,chair,417,492,796,1066
14,chair,417,492,796,1066
15,chair,417,492,796,1066
16,chair,416,492,796,1066
17,chair,416,492,796,1066
18,chair,416,492,796,1066
19,chair,416,492,797,1065
20,chair,416,492,796,1066
21,chair,416,492,796,1066
22,chair,417,492,795,1066
23,chair,416,492,795,1067
24,chair,417,492,795,1067
25,chair,417,492,795,1067
26,chair,417,492,795,1067
27,chair,417,492,795,1066
28,chair,417,492,795,1067
29,chair,417,492,795,1067
30,chair,417,492,795,1067
31,chair,416,492,795,1067
32,chair,416,493,795,1066
33,chair,416,492,796,1066
34,chair,416,492,796,1067
35,chair,416,492,796,1067
36,chair,416,492,795,1067
37,chair,416,492,795,1068
38,chair,416,492,795,1067
39,chair,417,492,795,1066
40,chair,417,492,795,1066
41,chair,417,492,795,1066
42,chair,417,492,795,1066
43,chair,417,492,795,1066
44,chair,416,492,796,1065
45,chair,416,492,796,1065
46,chair,417,492,796,1065
47,chair,416,492,796,1066
48,chair,416,492,796,1066
49,chair,416,492,796,1066
50,chair,416,492,795,1066
51,chair,416,492,795,1067
52,chair,416,492,795,1066
53,chair,416,492,795,1067
54,chair,416,492,795,1066
55,chair,416,492,795,1066
56,chair,416,492,795,1066
57,chair,416,492,795,1066
58,chair,416,492,795,1066
59,chair,416,492,795,1067
60,chair,416,492,795,1066
61,chair,416,492,795,1067
62,chair,416,492,795,1067
63,chair,417,492,796,1067
64,chair,417,492,796,1067
65,chair,417,492,796,1067
66,chair,417,492,796,1067
67,chair,416,492,796,1067
67,person,0,253,102,833
68,chair,416,492,796,1067
68,person,0,199,134,841
69,chair,416,492,796,1067
69,person,0,144,148,843
70,chair,416,492,796,1067
70,person,0,5,162,848
71,chair,416,492,796,1067
71,person,0,2,176,853
72,chair,416,492,796,1067
72,person,0,2,178,854
73,chair,416,492,796,1067
73,person,0,4,182,854
74,chair,416,492,796,1067
74,person,0,4,181,855
75,chair,416,492,796,1068
75,person,0,4,180,855
