0,chair,416,492,795,1066
1,chair,416,492,796,1066
2,chair,416,492,796,1066
3,chair,416,492,796,1066
4,chair,416,492,796,1065
5,chair,416,492,795,1065
6,chair,416,492,796,1065
7,chair,416,492,796,1065
8,chair,416,492,796,1065
9,chair,416,492,796,1066
10,chair,416,492,796,1066
11,chair,416,492,796,1066
12,chair,416,492,796,1066
13,chair,416,492,796,1066
14,chair,416,492,796,1066
15,chair,416,492,796,1066
16,chair,416,492,796,1066
17,chair,416,492,795,1066
18,chair,416,492,795,1066
19,chair,416,492,796,1066
20,chair,416,492,796,1065
21,chair,416,492,795,1065
22,chair,416,492,796,1065
23,chair,416,492,796,1065
24,chair,416,492,795,1066
25,chair,416,492,796,1065
25,person,0,27,79,1007
26,chair,416,492,796,1065
26,person,0,9,109,1059
27,chair,416,492,796,1066
27,person,0,3,162,1057
28,chair,416,492,796,1066
28,person,0,3,201,1012
29,chair,416,492,796,1066
29,person,0,4,224,975
30,chair,416,492,796,1066
30,person,0,4,236,973
31,chair,416,492,796,1066
31,person,0,1,229,987
32,chair,415,492,796,1066
32,person,0,3,230,989
32,person,188,377,458,773
33,chair,416,492,796,1066
33,person,0,3,237,988
34,chair,416,492,796,1066
34,person,0,2,258,989
35,chair,416,492,796,1066
35,person,1,1,277,989
36,chair,416,492,796,1066
36,person,0,2,289,989
36,person,230,378,457,772
37,chair,415,492,796,1066
37,person,0,2,308,988
38,chair,415,492,796,1066
38,person,0,1,328,985
39,chair,415,492,796,1065
39,person,0,0,337,983
40,chair,415,492,796,1066
40,person,0,2,350,975
41,chair,415,492,795,1066
41,person,4,0,360,976
42,chair,415,492,795,1066
42,person,23,0,367,972
43,chair,415,492,795,1066
43,person,25,1,391,969
44,chair,414,493,795,1066
44,person,50,1,444,969
45,chair,415,493,796,1066
45,person,59,0,443,968
46,chair,414,493,796,1065
46,person,65,0,497,967
47,chair,415,493,796,1065
47,person,64,0,516,965
48,chair,415,493,795,1066
48,person,68,0,509,964
49,chair,415,492,796,1065
49,person,86,0,511,963
50,chair,415,494,796,1065
50,person,105,0,510,959
51,chair,415,493,796,1065
51,person,139,0,507,949
52,chair,415,493,796,1065
52,person,176,0,516,934
53,chair,415,493,796,1065
53,person,222,0,532,906
54,chair,415,493,796,1065
54,person,264,0,552,894
55,chair,415,493,796,1065
55,person,276,1,583,890
56,chair,415,493,796,1066
56,person,278,1,603,893
57,chair,415,493,796,1066
57,person,290,0,619,889
58,chair,415,495,796,1067
58,person,303,0,634,889
59,chair,416,494,796,1067
59,person,313,1,648,889
60,chair,416,495,796,1066
60,person,322,1,663,886
61,chair,416,494,796,1068
61,person,332,0,691,891
62,chair,415,495,795,1068
62,person,340,0,702,894
63,chair,415,495,796,1068
63,person,350,0,728,895
64,chair,415,495,796,1068
64,person,364,0,760,897
65,chair,415,494,795,1067
65,person,371,0,733,897
66,chair,415,496,795,1066
66,person,373,0,749,896
67,chair,415,495,796,1066
67,person,374,1,750,894
68,chair,415,497,797,1066
68,person,382,1,760,896
69,chair,415,496,798,1066
69,person,387,1,764,898
70,chair,415,495,797,1066
70,person,397,1,769,903
71,chair,415,493,797,1066
71,person,442,1,769,906
72,chair,414,493,796,1067
72,person,460,1,776,909
73,chair,415,493,797,1067
73,person,465,2,778,909
74,chair,415,493,797,1067
74,person,493,4,791,908
75,chair,415,495,797,1067
75,person,501,6,802,905
76,chair,416,494,797,1066
76,person,507,12,819,905
77,chair,416,493,797,1068
77,person,518,16,833,906
78,chair,415,493,797,1067
78,person,523,21,846,907
79,chair,416,493,798,1065
79,person,525,28,857,911
80,chair,416,493,798,1067
80,person,524,33,867,911
81,chair,416,493,799,1066
81,person,533,40,875,906
82,chair,415,493,799,1068
82,person,536,47,880,907
83,chair,415,493,802,1068
83,person,538,57,886,904
84,chair,415,493,804,1067
84,person,539,65,890,904
85,chair,415,493,804,1067
85,person,541,76,893,902
86,chair,415,493,802,1068
86,person,542,86,898,905
87,chair,415,493,803,1067
87,person,544,97,899,903
88,chair,415,493,804,1067
88,person,544,108,899,907
89,chair,415,493,802,1067
89,person,544,119,897,906
90,chair,415,493,798,1068
90,person,545,132,891,906
91,chair,415,492,797,1067
91,person,544,144,889,906
92,chair,415,492,798,1067
92,person,543,153,885,905
93,chair,416,492,798,1067
93,person,541,164,883,903
94,chair,416,492,797,1067
94,person,539,173,887,900
95,chair,416,492,797,1067
95,person,537,181,890,900
96,chair,416,492,797,1067
96,person,536,189,893,901
97,chair,416,493,797,1067
97,person,534,196,894,903
98,chair,415,495,796,1066
98,person,536,202,896,902
99,chair,416,496,795,1067
99,person,536,208,905,905
100,chair,416,496,796,1068
100,person,532,211,909,902
101,chair,415,496,796,1069
101,person,528,211,909,904
102,chair,415,497,796,1068
102,person,524,208,913,905
103,chair,415,496,797,1068
103,person,524,202,917,908
104,chair,415,496,797,1068
104,person,524,197,917,910
105,chair,415,496,797,1068
105,person,529,193,918,911
106,chair,415,498,798,1068
106,person,526,188,919,916
107,chair,415,496,796,1068
107,person,523,186,919,917
108,chair,415,497,797,1068
108,person,520,184,919,917
109,chair,415,497,797,1068
109,person,519,182,920,915
110,chair,415,497,797,1068
110,person,516,181,924,913
111,chair,415,497,796,1068
111,person,513,179,928,911
112,chair,415,497,796,1068
112,person,511,178,930,914
113,chair,415,497,795,1068
113,person,512,176,936,913
114,chair,415,497,795,1069
114,person,512,176,941,905
115,chair,415,497,795,1069
115,person,512,176,940,904
116,chair,414,497,795,1069
116,person,514,174,947,902
117,chair,414,496,795,1069
117,person,515,173,938,901
118,chair,414,496,795,1069
118,person,518,173,896,901
119,chair,414,495,795,1068
119,person,515,172,951,900
120,chair,414,496,795,1068
120,person,518,171,953,899
121,chair,414,496,795,1069
121,person,516,172,951,899
122,chair,414,496,795,1068
122,person,516,174,895,899
123,chair,414,496,795,1068
123,person,516,175,897,902
124,chair,414,496,795,1068
124,person,515,174,907,902
125,chair,414,496,796,1068
125,person,515,174,932,903
126,chair,414,496,796,1068
126,person,516,175,926,903
127,chair,414,496,796,1068
127,person,514,176,949,902
128,chair,414,496,796,1068
128,person,514,177,942,902
129,chair,414,496,796,1068
129,person,514,177,892,903
130,chair,414,496,796,1068
130,person,515,177,896,904
131,chair,414,496,796,1068
131,person,514,177,893,904
132,chair,414,496,795,1068
132,person,514,177,906,905
133,chair,414,496,796,1068
133,person,514,177,919,905
134,chair,414,496,796,1068
134,person,515,177,951,906
135,chair,414,496,795,1068
135,person,515,177,949,906
136,chair,414,496,795,1068
136,person,516,177,948,906
137,chair,414,496,795,1068
137,person,516,177,944,907
138,chair,414,496,795,1068
138,person,516,178,943,906
139,chair,414,496,795,1068
139,person,515,178,943,906
140,chair,414,496,795,1068
140,person,516,178,942,907
141,chair,414,496,795,1067
141,person,516,178,939,907
142,chair,414,496,795,1068
