0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[395.73065185546875, 540.4364624023438]","[410.359130859375, 558.7811279296875]","[349.9987487792969, 609.8895263671875]","[400.1563720703125, 637.9824829101562]","[362.79217529296875, 715.9427490234375]","[429.4942932128906, 734.0399780273438]","[326.89556884765625, 497.2499084472656]","[339.30963134765625, 500.541259765625]","[278.8824157714844, 577.71826171875]","[308.8982849121094, 596.607421875]","[188.13583374023438, 633.9532470703125]","[239.12335205078125, 672.43310546875]"
1,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[317.41339111328125, 500.547607421875]","[404.6153869628906, 535.0621337890625]","[227.00927734375, 569.516845703125]","[409.2271728515625, 626.0491943359375]","[218.93577575683594, 670.2325439453125]","[424.43951416015625, 719.601318359375]","[281.9402770996094, 500.40283203125]","[342.1535339355469, 512.4757080078125]","[250.92501831054688, 565.381103515625]","[332.7989196777344, 594.4014892578125]","[168.76881408691406, 636.321044921875]","[264.2099609375, 684.3836669921875]"
2,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[317.9087829589844, 501.1297302246094]","[401.44647216796875, 533.464111328125]","[240.1695098876953, 571.2398681640625]","[409.60693359375, 624.3104248046875]","[245.23562622070312, 674.5606689453125]","[425.551025390625, 719.7969970703125]","[283.8612060546875, 501.1358642578125]","[341.91351318359375, 512.3109130859375]","[253.34512329101562, 565.7711181640625]","[330.6998291015625, 593.42431640625]","[171.59754943847656, 635.4776000976562]","[261.1429443359375, 681.413330078125]"
3,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[351.11724853515625, 518.3944091796875]","[410.78167724609375, 547.5087890625]","[281.0763244628906, 586.2150268554688]","[409.377685546875, 631.96240234375]","[289.76251220703125, 693.6509399414062]","[428.34393310546875, 726.8451538085938]","[298.13092041015625, 501.7647399902344]","[339.89111328125, 510.6887512207031]","[263.64849853515625, 568.7535400390625]","[321.64105224609375, 594.9197387695312]","[174.7785186767578, 628.775390625]","[245.22830200195312, 674.5413818359375]"
4,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[337.7992858886719, 505.5770263671875]","[415.697509765625, 532.9212646484375]","[265.7306823730469, 591.732666015625]","[417.46533203125, 629.23291015625]","[279.7135009765625, 701.4805908203125]","[428.48150634765625, 734.0901489257812]","[285.017822265625, 495.167236328125]","[340.0297546386719, 504.613037109375]","[261.3321533203125, 572.6797485351562]","[339.708740234375, 601.4712524414062]","[169.1873016357422, 626.6370849609375]","[263.38177490234375, 680.2293701171875]"
5,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[299.4211120605469, 482.47161865234375]","[407.1708068847656, 515.0172119140625]","[213.733642578125, 572.2911376953125]","[418.6502685546875, 623.999267578125]","[218.73431396484375, 670.2241821289062]","[424.43218994140625, 726.0361328125]","[265.70465087890625, 499.5121765136719]","[340.33782958984375, 511.85491943359375]","[248.54922485351562, 566.3746337890625]","[346.97149658203125, 597.3045043945312]","[164.25839233398438, 628.8958740234375]","[273.98956298828125, 682.9462280273438]"
6,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[351.310791015625, 518.3297119140625]","[412.0067138671875, 553.3193359375]","[271.2607727050781, 580.334228515625]","[405.891357421875, 635.7752075195312]","[274.4598083496094, 679.2799682617188]","[428.4033508300781, 725.0030517578125]","[295.182373046875, 495.13494873046875]","[338.41815185546875, 506.833740234375]","[261.3406677246094, 566.42578125]","[325.7366638183594, 596.041259765625]","[177.86495971679688, 631.3377685546875]","[261.2414855957031, 681.5582885742188]"
7,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[384.80450439453125, 532.7711791992188]","[417.46875, 558.169189453125]","[328.28216552734375, 599.56103515625]","[404.13458251953125, 639.0430908203125]","[349.0079345703125, 702.1041870117188]","[429.56610107421875, 730.4862060546875]","[315.369384765625, 501.897705078125]","[339.99658203125, 508.6768798828125]","[274.7646789550781, 576.02685546875]","[315.36285400390625, 599.9738159179688]","[187.10894775390625, 632.0830688476562]","[244.57528686523438, 677.0140380859375]"
8,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[384.5043640136719, 533.149658203125]","[410.39410400390625, 556.4525756835938]","[333.6469421386719, 599.7764282226562]","[400.76611328125, 635.0909423828125]","[352.83062744140625, 705.638671875]","[427.773193359375, 729.7137451171875]","[315.9920349121094, 493.49176025390625]","[336.36700439453125, 499.2728271484375]","[273.0311279296875, 574.315185546875]","[311.47320556640625, 597.1097412109375]","[184.2742919921875, 633.909423828125]","[242.13616943359375, 677.8943481445312]"
9,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[387.3210754394531, 537.279296875]","[417.03387451171875, 564.20703125]","[324.0086364746094, 602.1036376953125]","[404.6926574707031, 642.946044921875]","[333.60272216796875, 704.6834716796875]","[430.031494140625, 732.20703125]","[317.67816162109375, 496.01611328125]","[339.5102233886719, 503.1032409667969]","[273.40130615234375, 579.3679809570312]","[311.6434631347656, 604.080078125]","[185.89041137695312, 630.28955078125]","[241.97711181640625, 676.0821533203125]"
