17,"[1170.7205810546875, 327.9074401855469]","[1177.7171630859375, 314.6562194824219]","[1161.977294921875, 317.5998229980469]","[1194.7410888671875, 314.4671630859375]","[0.0, 0.0]","[1205.907958984375, 376.064453125]","[1177.0631103515625, 383.530029296875]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
18,"[1168.4195556640625, 327.17193603515625]","[1176.239501953125, 314.318359375]","[1159.70654296875, 317.135498046875]","[1195.31005859375, 314.48541259765625]","[0.0, 0.0]","[1206.4527587890625, 374.19683837890625]","[1172.7247314453125, 381.39422607421875]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
19,"[1160.068603515625, 328.31671142578125]","[1168.577880859375, 315.7222900390625]","[1154.1158447265625, 317.89727783203125]","[1192.30126953125, 315.33489990234375]","[0.0, 0.0]","[1204.357421875, 373.9443359375]","[1175.946044921875, 378.9652099609375]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
20,"[1159.2572021484375, 326.45343017578125]","[1168.0673828125, 315.0068664550781]","[1153.810302734375, 316.0245361328125]","[1189.625732421875, 318.62152099609375]","[0.0, 0.0]","[1199.718505859375, 380.979248046875]","[1171.96240234375, 381.8412780761719]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1194.484375, 543.3019409179688]","[1176.885009765625, 541.8374633789062]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
21,"[1157.0196533203125, 326.7880859375]","[1166.0531005859375, 315.424072265625]","[1151.761962890625, 316.39044189453125]","[1188.34716796875, 319.33148193359375]","[0.0, 0.0]","[1197.9095458984375, 381.4801940917969]","[1170.94384765625, 382.16650390625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1193.3839111328125, 542.7606811523438]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
22,"[1157.3583984375, 325.2388000488281]","[1166.6016845703125, 314.3035888671875]","[1151.697021484375, 315.027099609375]","[1187.3485107421875, 319.34442138671875]","[0.0, 0.0]","[1194.56884765625, 380.9636535644531]","[1168.607421875, 381.12188720703125]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1189.223388671875, 537.38818359375]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
23,"[1154.566162109375, 325.42596435546875]","[1164.052490234375, 314.3590087890625]","[1149.2364501953125, 314.9420471191406]","[1185.466796875, 319.70361328125]","[0.0, 0.0]","[1193.0296630859375, 382.9808349609375]","[1168.1533203125, 382.61767578125]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1186.9815673828125, 540.6026611328125]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
24,"[1151.991943359375, 326.0876770019531]","[1161.6060791015625, 314.8394470214844]","[1146.068115234375, 315.445068359375]","[1183.32080078125, 319.60394287109375]","[0.0, 0.0]","[1190.63427734375, 381.9299011230469]","[1164.60107421875, 381.5614013671875]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1186.124755859375, 540.33251953125]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
25,"[1147.196533203125, 325.3253479003906]","[1157.1405029296875, 313.8494567871094]","[1141.933837890625, 314.62890625]","[1181.833251953125, 318.5891418457031]","[0.0, 0.0]","[1191.965087890625, 382.35186767578125]","[1163.6416015625, 382.3897705078125]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1187.055908203125, 542.4882202148438]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
26,"[1144.466552734375, 324.35723876953125]","[1155.0394287109375, 312.7823486328125]","[1139.458984375, 313.4176330566406]","[1181.115234375, 317.7559509277344]","[0.0, 0.0]","[1192.2071533203125, 383.2548522949219]","[1162.0799560546875, 382.82537841796875]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1184.0242919921875, 545.8209228515625]","[1164.2764892578125, 543.3611450195312]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
27,"[1144.205322265625, 323.1413269042969]","[1155.4127197265625, 311.8472595214844]","[1138.75146484375, 312.21337890625]","[1181.1422119140625, 318.0919189453125]","[0.0, 0.0]","[1189.9049072265625, 384.2591857910156]","[1158.3253173828125, 383.1666259765625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1179.12841796875, 544.8397216796875]","[1158.32177734375, 542.14111328125]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
28,"[1142.197509765625, 322.3167724609375]","[1153.1419677734375, 311.00115966796875]","[1136.07080078125, 311.6584167480469]","[1178.6446533203125, 316.88311767578125]","[0.0, 0.0]","[1190.7608642578125, 382.36907958984375]","[1150.9661865234375, 382.4773864746094]","[1187.814453125, 469.97998046875]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1180.731689453125, 541.080322265625]","[1154.6270751953125, 539.0282592773438]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
29,"[1136.238525390625, 322.41094970703125]","[1147.0230712890625, 310.91595458984375]","[1130.6929931640625, 311.861083984375]","[1174.888916015625, 315.3459777832031]","[0.0, 0.0]","[1191.96337890625, 379.10467529296875]","[1146.652587890625, 380.1229248046875]","[1191.0306396484375, 469.14990234375]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[1183.818115234375, 536.8403930664062]","[1154.017578125, 535.1203002929688]","[1176.313232421875, 654.0404052734375]","[1158.9295654296875, 652.7552490234375]","[0.0, 0.0]","[0.0, 0.0]"
30,"[1131.97021484375, 322.6448974609375]","[1143.0792236328125, 311.07373046875]","[0.0, 0.0]","[1172.08349609375, 316.2176818847656]","[0.0, 0.0]","[1188.788330078125, 381.9709167480469]","[1148.373779296875, 381.49346923828125]","[1186.7882080078125, 473.5207214355469]","[0.0, 0.0]","[1158.0953369140625, 549.9083251953125]","[0.0, 0.0]","[1179.66259765625, 544.6298217773438]","[1153.0321044921875, 542.083251953125]","[1173.2646484375, 665.417236328125]","[1159.6121826171875, 663.6009521484375]","[1186.1380615234375, 781.1647338867188]","[1171.7978515625, 776.1839599609375]"
