0,refrigerator,562,143,823,1038
1,refrigerator,562,143,822,1039
2,refrigerator,560,142,822,1035
2,refrigerator,282,142,823,1037
3,refrigerator,559,142,822,1035
3,refrigerator,283,142,823,1037
4,refrigerator,560,142,822,1036
5,refrigerator,560,141,822,1035
5,refrigerator,282,142,823,1037
6,refrigerator,560,141,822,1035
7,refrigerator,560,141,822,1036
7,refrigerator,282,142,823,1037
8,refrigerator,561,140,822,1038
9,refrigerator,561,140,822,1038
10,refrigerator,561,141,822,1036
10,refrigerator,282,142,823,1037
11,refrigerator,561,141,822,1035
11,refrigerator,282,142,823,1037
12,refrigerator,560,141,822,1035
12,refrigerator,282,142,823,1037
13,refrigerator,561,141,822,1034
14,refrigerator,561,141,822,1035
15,refrigerator,561,141,822,1035
16,refrigerator,563,141,822,1038
17,refrigerator,563,141,822,1038
18,refrigerator,563,141,822,1038
19,refrigerator,563,141,822,1038
20,refrigerator,562,139,822,1038
21,refrigerator,562,139,822,1038
21,refrigerator,282,142,823,1037
22,refrigerator,562,139,822,1037
22,refrigerator,282,142,823,1036
23,refrigerator,562,139,822,1037
23,refrigerator,282,141,823,1036
24,refrigerator,561,140,822,1035
24,refrigerator,282,141,823,1037
25,refrigerator,562,141,822,1038
26,refrigerator,562,142,822,1038
27,refrigerator,563,141,822,1038
28,refrigerator,562,141,822,1038
29,refrigerator,562,142,822,1038
30,refrigerator,561,141,822,1034
31,refrigerator,562,142,822,1038
32,refrigerator,561,141,822,1035
32,refrigerator,282,142,823,1037
33,refrigerator,562,141,822,1034
34,refrigerator,563,142,822,1038
35,refrigerator,563,142,822,1038
36,person,0,303,149,533
36,refrigerator,562,141,822,1035
37,person,0,301,223,597
37,refrigerator,561,141,822,1034
38,person,0,3,294,603
38,refrigerator,560,141,822,1035
38,refrigerator,282,142,823,1036
38,person,0,294,296,601
39,person,0,5,352,590
39,refrigerator,560,141,822,1035
39,refrigerator,284,142,823,1036
40,person,1,4,398,570
40,refrigerator,561,140,823,1037
40,refrigerator,284,142,825,1036
41,person,0,2,429,542
41,refrigerator,562,140,823,1037
42,person,1,3,457,934
42,refrigerator,559,141,822,1033
43,person,1,1,499,994
43,refrigerator,208,142,824,1035
43,refrigerator,561,140,823,1037
44,person,1,4,534,1055
44,refrigerator,561,139,823,1037
45,person,1,2,555,1061
45,refrigerator,559,139,823,1037
46,person,3,2,587,1060
46,refrigerator,394,143,824,1040
46,refrigerator,559,139,823,1037
47,person,3,3,671,1062
47,refrigerator,443,142,826,1038
47,refrigerator,561,140,823,1037
48,person,3,6,767,1063
48,refrigerator,496,139,823,1034
49,person,4,5,1040,1061
49,refrigerator,538,143,823,1027
50,person,3,5,1068,1061
50,refrigerator,569,208,837,1013
51,person,3,3,1084,1062
51,refrigerator,616,214,842,973
52,person,4,4,1092,1061
52,refrigerator,612,285,826,890
53,person,8,5,1107,1062
54,person,1,2,1117,1062
55,person,117,3,1131,1062
56,person,207,2,1137,1063
57,person,309,3,1136,1062
58,person,367,3,1136,1063
59,person,407,2,1141,1064
60,person,444,2,1150,1064
61,person,425,2,1160,1063
62,person,420,1,1169,1063
63,person,424,1,1174,1061
64,person,433,0,1178,1061
65,person,452,0,1178,1062
66,person,476,0,1179,1064
67,person,502,1,1177,1064
68,person,531,0,1175,1065
68,refrigerator,617,333,797,1039
69,person,569,0,1174,1063
69,refrigerator,616,362,804,1038
70,person,613,3,1172,1064
70,refrigerator,288,143,816,1039
71,person,641,3,1173,1064
71,refrigerator,282,142,820,1036
72,person,678,2,1176,1064
72,refrigerator,283,143,822,1036
73,person,707,0,1172,1064
73,refrigerator,282,143,823,1037
73,refrigerator,564,142,823,1039
74,person,724,1,1169,1065
74,refrigerator,283,144,824,1036
75,person,735,2,1170,1066
75,refrigerator,282,144,824,1036
76,person,746,1,1170,1067
76,refrigerator,281,144,823,1036
77,person,754,1,1170,1067
77,refrigerator,282,144,825,1035
78,person,755,1,1169,1068
78,refrigerator,282,144,825,1035
79,person,757,0,1167,1068
79,refrigerator,282,143,825,1035
80,person,759,1,1165,1069
80,refrigerator,282,143,826,1035
81,person,763,0,1164,1068
81,refrigerator,281,143,825,1035
82,person,766,0,1163,1069
82,refrigerator,282,143,825,1035
83,person,773,0,1163,1069
83,refrigerator,282,142,824,1036
83,refrigerator,563,142,823,1025
84,person,781,9,1162,1069
84,refrigerator,282,142,823,1036
84,refrigerator,563,142,822,1027
85,person,788,16,1160,1068
85,refrigerator,281,142,823,1036
86,person,805,26,1159,1067
86,refrigerator,563,142,822,1040
86,refrigerator,282,142,824,1036
87,person,820,33,1153,1066
87,refrigerator,563,142,822,1039
88,person,841,41,1147,1067
88,refrigerator,563,142,823,1040
89,person,845,48,1138,1066
89,refrigerator,563,142,822,1028
89,refrigerator,282,142,824,1037
90,person,833,49,1137,1067
90,refrigerator,563,142,822,1028
