Track ID,Frame Index,X,Y
5,0,110,559
5,1,133,527
5,2,153,522
5,3,172,531
5,4,186,533
5,5,197,534
5,6,206,534
5,7,215,534
5,8,224,534
5,9,239,534
5,10,257,533
5,11,268,534
5,12,283,534
5,13,303,534
5,14,332,534
5,15,355,534
5,16,381,534
5,17,410,534
5,18,443,535
5,19,473,534
5,20,505,534
5,21,543,534
5,22,573,534
5,23,599,535
5,24,621,533
5,25,641,533
5,26,661,534
5,27,680,536
5,28,698,537
5,29,719,540
5,30,736,543
5,31,751,547
5,32,765,553
5,33,774,559
5,34,786,563
5,35,800,566
5,36,814,567
5,37,828,568
5,38,843,568
5,39,861,567
5,40,879,564
5,41,896,554
5,42,913,561
5,43,927,571
5,44,941,574
5,45,953,576
5,46,965,577
5,47,986,578
5,48,1019,580
5,49,1039,582
5,50,1031,582
5,51,1042,585
5,52,1053,582
5,53,1065,582
5,54,1078,579
5,55,1089,585
5,56,1101,582
5,57,1111,575
5,58,1119,573
5,59,1125,572
5,60,1127,576
5,61,1133,579
5,62,1141,582
5,63,1150,583
5,64,1156,584
5,65,1159,585
5,66,1161,586
5,67,1161,588
5,68,1163,588
5,69,1163,589
5,70,1165,585
5,71,1167,588
5,72,1172,589
5,73,1175,589
5,74,1178,590
5,75,1179,590
5,76,1178,591
5,77,1174,592
5,78,1169,593
5,79,1163,592
5,80,1156,591
5,81,1148,584
5,82,1140,589
5,83,1135,589
5,84,1130,591
5,85,1124,593
5,86,1117,595
5,87,1113,597
5,88,1105,599
5,89,1099,602
5,90,1100,602
5,91,1095,606
5,92,1086,608
5,93,1090,616
5,94,1082,624
5,95,1082,630
5,96,1076,638
5,97,1069,650
5,98,1062,665
5,99,1059,675
5,100,1062,686
5,101,1062,686
5,102,1047,705
5,103,1047,705
5,104,1047,705
5,105,1047,705
5,106,1047,705
5,107,1047,705
5,108,1047,705
5,109,1047,705
5,110,1047,705
5,111,1047,705
5,112,1047,705
5,113,1047,705
5,114,1047,705
5,115,1047,705
5,116,1047,705
5,117,1047,705
5,118,1047,705
5,119,958,617
5,120,958,617
5,121,958,617
5,122,958,617
5,123,958,617
5,124,975,618
5,125,975,618
5,126,975,618
5,127,975,618
5,128,972,615
5,129,972,615
5,130,973,616
