0,couch,617,481,1319,1036
1,couch,617,481,1317,1036
2,couch,617,481,1317,1036
3,couch,616,481,1317,1036
4,couch,617,482,1317,1036
5,couch,618,482,1317,1036
6,couch,616,481,1317,1036
7,couch,617,481,1317,1036
8,couch,615,481,1317,1036
9,couch,614,481,1317,1036
10,couch,614,481,1317,1036
11,couch,608,483,1318,1037
12,couch,615,481,1317,1036
13,couch,616,481,1317,1036
14,couch,616,481,1317,1036
15,couch,614,481,1317,1036
16,couch,613,481,1317,1036
17,couch,613,481,1317,1036
18,couch,611,481,1317,1036
19,couch,601,483,1318,1037
20,couch,592,482,1318,1037
21,couch,610,481,1318,1036
22,couch,610,481,1318,1036
23,couch,615,481,1318,1036
24,couch,615,481,1318,1036
25,couch,562,482,1318,1036
26,couch,548,482,1318,1036
27,couch,571,482,1319,1036
27,person,0,808,64,1072
28,couch,566,482,1319,1037
28,person,0,466,132,1015
29,person,0,296,185,978
29,couch,607,481,1318,1036
30,couch,617,481,1318,1036
30,person,0,77,237,950
31,person,0,9,281,1000
31,couch,614,481,1318,1036
32,person,0,5,318,1066
32,couch,616,481,1318,1036
33,person,1,4,348,1063
33,couch,617,481,1317,1036
34,person,1,3,371,1064
34,couch,614,481,1317,1036
35,person,1,4,392,1064
35,couch,617,481,1317,1037
36,person,1,4,406,1066
36,couch,618,481,1317,1036
37,person,1,4,424,1066
37,couch,618,481,1317,1036
38,person,1,2,460,1065
38,couch,619,481,1317,1036
39,person,0,3,495,1066
39,couch,618,481,1317,1036
40,person,0,3,515,1066
40,couch,618,480,1317,1036
41,person,0,2,540,1067
41,couch,616,480,1317,1036
42,person,19,1,552,1068
42,couch,614,480,1317,1036
43,person,61,1,568,1068
43,couch,613,480,1317,1037
44,person,97,1,581,1068
44,couch,617,480,1317,1036
45,person,134,2,593,1067
45,couch,617,481,1316,1036
46,person,172,2,613,1068
46,couch,618,480,1317,1036
47,person,208,2,633,1068
47,couch,615,481,1317,1036
48,person,243,1,657,1068
48,couch,619,481,1317,1036
49,person,280,2,699,1068
49,couch,642,480,1317,1037
49,chair,642,479,1317,1037
50,person,311,2,727,1070
50,couch,665,480,1317,1038
50,chair,666,480,1317,1036
51,person,345,2,760,1067
51,couch,690,480,1316,1036
52,person,373,2,780,1068
52,couch,712,481,1316,1038
53,person,395,3,802,1069
53,couch,738,481,1316,1038
54,person,414,1,821,1066
54,couch,756,481,1317,1038
55,person,433,1,845,1066
55,couch,761,481,1317,1038
56,person,451,1,868,1066
56,couch,764,480,1317,1038
57,person,468,1,890,1065
57,couch,772,481,1317,1038
58,person,484,6,909,1065
58,couch,781,481,1317,1038
59,person,508,15,931,1065
59,couch,793,481,1317,1037
60,person,527,25,947,1064
60,couch,818,482,1317,991
61,person,535,36,960,1066
61,couch,838,482,1317,985
62,person,543,46,976,1067
62,couch,839,482,1317,982
63,person,551,55,992,1068
64,person,565,60,1004,1069
64,couch,541,483,1318,975
65,person,580,63,1014,1070
65,couch,522,485,1318,974
66,person,598,68,1025,1066
67,person,625,69,1030,1067
67,couch,524,623,1317,971
68,person,651,70,1034,1066
68,couch,539,624,1317,975
69,person,683,71,1034,1071
69,couch,538,617,1318,983
70,person,717,71,1042,1068
70,couch,616,538,1319,999
70,chair,620,535,1318,1001
71,person,738,64,1052,1067
71,couch,618,533,1318,1027
71,chair,620,531,1318,1027
72,person,756,77,1067,1069
72,couch,618,535,1318,1031
73,person,775,77,1088,1069
73,couch,619,527,1318,1031
73,chair,620,525,1319,1032
74,person,793,75,1125,1070
74,couch,620,528,1318,1037
74,chair,620,527,1320,1035
75,person,812,80,1091,1071
75,couch,619,500,1319,1039
75,chair,620,502,1319,1040
76,person,827,88,1151,1073
76,couch,613,509,1316,1047
77,person,841,91,1198,1070
77,couch,594,514,1315,1037
78,person,855,94,1216,1069
78,couch,585,513,1317,1038
79,person,871,96,1220,1070
79,couch,603,516,1318,1039
80,person,874,100,1225,1072
80,couch,614,516,1317,1041
81,person,878,102,1232,1070
81,chair,615,520,1318,1038
82,person,880,102,1235,1070
82,chair,616,519,1318,1037
83,person,883,102,1228,1069
83,chair,618,518,1317,1037
84,person,907,105,1215,1069
84,chair,618,518,1321,1036
85,person,938,101,1228,1069
85,couch,619,519,1315,1039
86,person,960,97,1240,1064
86,couch,617,519,1305,1045
87,person,971,95,1244,1070
87,couch,617,515,1317,1036
88,person,973,94,1253,1066
88,couch,614,512,1315,1038
89,person,977,95,1242,1068
89,couch,615,507,1315,1038
90,person,984,94,1259,1069
90,couch,615,502,1315,1038
91,person,992,96,1280,1068
91,couch,616,502,1316,1036
92,person,1001,99,1290,1072
92,couch,615,500,1313,1035
93,person,1008,102,1293,1070
93,couch,618,498,1311,1039
94,person,1011,105,1298,1070
94,couch,617,496,1312,1038
95,person,1012,104,1302,1076
95,couch,618,490,1313,1038
96,person,1012,106,1305,1072
96,couch,617,487,1316,1036
97,person,1015,109,1306,1072
97,couch,617,482,1316,1036
98,person,1016,113,1300,1073
98,couch,618,480,1311,1039
99,person,1016,114,1299,1072
99,couch,617,479,1314,1037
100,person,1016,115,1304,1070
100,couch,617,480,1314,1037
101,person,1016,115,1316,1068
101,couch,617,481,1314,1037
102,person,1016,114,1329,1067
102,couch,615,483,1318,1036
103,person,1017,114,1336,1064
103,couch,613,483,1320,1036
104,person,1015,117,1340,1062
104,couch,612,483,1321,1037
105,person,1015,120,1340,1061
105,couch,610,483,1319,1037
106,person,1012,122,1338,1060
106,couch,609,483,1320,1038
107,person,1010,123,1332,1059
107,couch,603,483,1318,1037
108,person,1008,128,1324,1058
108,couch,609,484,1317,1037
109,person,1008,130,1312,1057
109,couch,606,486,1315,1037
110,person,1004,131,1299,1058
