0,"[1810.41552734375, 774.7852783203125]","[1827.0355224609375, 768.875244140625]","[1816.181396484375, 760.6708374023438]","[1861.383056640625, 788.3931884765625]","[0.0, 0.0]","[1818.81787109375, 829.9363403320312]","[1825.6710205078125, 802.0921630859375]","[1761.81689453125, 827.74267578125]","[1764.228271484375, 804.9830322265625]","[1747.48291015625, 805.0284423828125]","[1764.0040283203125, 815.1363525390625]","[1784.652099609375, 869.0994873046875]","[1784.810546875, 859.1114501953125]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
1,"[1810.2608642578125, 774.832763671875]","[1826.7550048828125, 768.9655151367188]","[1815.36279296875, 761.2728881835938]","[1860.998046875, 787.9996948242188]","[0.0, 0.0]","[1824.296630859375, 829.1098022460938]","[1826.18408203125, 802.7210083007812]","[1770.038330078125, 828.4866943359375]","[1766.2276611328125, 806.2139282226562]","[1749.250244140625, 803.4447021484375]","[1758.956787109375, 815.984619140625]","[1789.193115234375, 870.0728759765625]","[1785.9935302734375, 859.627197265625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
2,"[1809.4588623046875, 773.1002197265625]","[1826.942626953125, 767.7789306640625]","[1815.1864013671875, 758.7196655273438]","[1861.7486572265625, 787.694091796875]","[0.0, 0.0]","[1819.910400390625, 828.9204711914062]","[1822.8065185546875, 798.3787841796875]","[1765.98193359375, 829.0260009765625]","[1763.603515625, 802.495361328125]","[1748.255859375, 803.5534057617188]","[1760.8544921875, 813.3257446289062]","[1782.03515625, 864.257568359375]","[1779.530517578125, 852.6476440429688]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
3,"[1810.351806640625, 775.3255615234375]","[1828.3692626953125, 769.9151611328125]","[1816.052001953125, 760.6893310546875]","[1863.5665283203125, 790.2408447265625]","[0.0, 0.0]","[1821.102294921875, 831.8480224609375]","[1822.14501953125, 800.8695068359375]","[1766.366455078125, 830.0238647460938]","[1760.9892578125, 803.459716796875]","[1748.74853515625, 801.0372314453125]","[1758.430908203125, 813.068115234375]","[1783.63916015625, 869.4944458007812]","[1779.825927734375, 857.6536865234375]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
4,"[1811.3291015625, 777.2459716796875]","[1829.763671875, 771.8867797851562]","[1816.3875732421875, 762.4030151367188]","[1864.1854248046875, 791.4180908203125]","[0.0, 0.0]","[1822.31689453125, 831.4967041015625]","[1814.283447265625, 800.1242065429688]","[1770.9349365234375, 832.261962890625]","[1756.30126953125, 805.726806640625]","[1757.2122802734375, 805.5166625976562]","[1767.808349609375, 817.2022705078125]","[1783.120361328125, 867.061279296875]","[1773.3740234375, 855.599609375]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
5,"[1812.468994140625, 775.6392822265625]","[1830.845947265625, 770.3787841796875]","[1816.880126953125, 760.9736328125]","[1864.61767578125, 790.3628540039062]","[0.0, 0.0]","[1826.48193359375, 832.0927734375]","[1811.576904296875, 800.6893310546875]","[1777.525146484375, 834.4872436523438]","[1753.0535888671875, 807.0635986328125]","[1759.998046875, 807.063232421875]","[1763.6898193359375, 818.8090209960938]","[1783.146728515625, 868.342041015625]","[1769.149658203125, 856.38818359375]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
6,"[1811.15966796875, 775.214599609375]","[1828.6318359375, 769.57373046875]","[1816.16015625, 760.9740600585938]","[1862.870849609375, 788.568115234375]","[0.0, 0.0]","[1823.397216796875, 829.505615234375]","[1817.07177734375, 800.5482788085938]","[1768.9697265625, 832.7762451171875]","[1756.17529296875, 808.1910400390625]","[1750.489990234375, 809.4764404296875]","[1763.037841796875, 820.83251953125]","[1783.779296875, 868.0657958984375]","[1775.3990478515625, 857.1964111328125]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
7,"[1811.62890625, 775.31787109375]","[1828.724853515625, 769.61669921875]","[1816.4505615234375, 761.4409790039062]","[1862.37744140625, 788.5859985351562]","[0.0, 0.0]","[1823.421875, 830.0667114257812]","[1817.9805908203125, 802.9959716796875]","[1769.050537109375, 831.8502197265625]","[1756.449462890625, 809.9133911132812]","[1750.9658203125, 805.022705078125]","[1759.21923828125, 819.457763671875]","[1784.307373046875, 871.0098266601562]","[1776.6514892578125, 860.755126953125]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
8,"[1811.92626953125, 773.9656982421875]","[1829.09716796875, 768.6624755859375]","[1816.7515869140625, 760.07275390625]","[1862.229736328125, 787.54150390625]","[0.0, 0.0]","[1822.714111328125, 828.780517578125]","[1815.27880859375, 800.1307373046875]","[1768.813232421875, 834.4993896484375]","[1754.5506591796875, 809.56591796875]","[1749.343017578125, 808.3174438476562]","[1758.6962890625, 819.4022827148438]","[1779.25146484375, 865.8890380859375]","[1770.4515380859375, 854.9638671875]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
9,"[1812.189208984375, 775.6898193359375]","[1830.1541748046875, 770.426513671875]","[1816.286376953125, 761.2424926757812]","[1863.1669921875, 789.8587646484375]","[0.0, 0.0]","[1828.09375, 831.8574829101562]","[1811.1976318359375, 800.9444580078125]","[1781.302978515625, 836.2667236328125]","[1754.2701416015625, 808.8118286132812]","[1760.974853515625, 811.0263671875]","[1762.2286376953125, 822.99462890625]","[1783.30517578125, 868.9251708984375]","[1768.2476806640625, 856.7030639648438]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
