Track ID,Frame Index,X,Y
428,12,1682,493
428,13,1682,493
428,14,1682,493
428,15,1682,493
428,16,1682,493
428,17,1682,493
428,18,1591,522
428,19,1577,539
428,20,1566,543
428,21,1554,543
428,22,1543,543
428,23,1528,543
428,24,1505,543
428,25,1481,543
428,26,1455,542
428,27,1431,542
428,28,1401,542
428,29,1369,541
428,30,1336,541
428,31,1312,540
428,32,1289,540
428,33,1264,540
428,34,1243,540
428,35,1228,541
428,36,1217,541
428,37,1204,535
428,38,1188,523
428,39,1176,507
428,40,1166,495
428,41,1158,489
428,42,1157,487
428,43,1160,487
428,44,1165,488
428,45,1171,487
428,46,1175,489
428,47,1177,489
428,48,1174,486
428,49,1171,485
428,50,1168,484
428,51,1167,489
428,52,1168,491
428,53,1172,492
428,54,1162,490
428,55,1147,495
428,56,1131,513
428,57,1114,537
428,58,1099,558
428,59,1083,580
428,60,1069,598
428,61,1060,616
428,62,1054,630
428,63,1051,639
428,64,1051,639
428,65,1042,648
428,66,1044,656
428,67,1055,666
428,68,1071,661
428,69,1085,656
428,70,1093,655
428,71,1093,655
428,72,1093,655
428,73,1093,655
428,74,1093,655
428,75,1093,655
428,76,1093,655
428,77,1093,655
428,78,1093,655
428,79,1093,655
428,80,1093,655
428,81,1093,655
428,82,1093,655
428,83,1093,655
428,84,1093,655
428,85,1093,655
428,86,1093,655
428,87,1093,655
428,88,1093,655
428,89,1093,655
428,90,1093,655
428,91,1093,655
428,92,1093,655
428,93,1093,655
428,94,1093,655
428,95,1093,655
428,96,1093,655
428,97,1093,655
428,98,1093,655
428,99,1093,655
428,100,1093,655
428,101,1093,655
428,102,1093,655
428,103,1093,655
428,104,1093,655
428,105,1093,655
428,106,1093,655
428,107,1093,655
428,108,1093,655
428,109,1093,655
428,110,1093,655
428,111,1093,655
428,112,1093,655
428,113,1093,655
428,114,1093,655
428,115,1093,655
428,116,1093,655
428,117,1093,655
428,118,1093,655
428,119,1093,655
428,120,1093,655
428,121,1093,655
428,122,1093,655
428,123,1093,655
428,124,1093,655
428,125,1093,655
428,126,1093,655
428,127,1093,655
428,128,1093,655
428,129,1093,655
428,130,1093,655
428,131,1093,655
428,132,1093,655
428,133,1093,655
428,134,1093,655
428,135,1093,655
428,136,1093,655
428,137,1093,655
428,138,1093,655
428,139,1093,655
428,140,1093,655
428,141,1093,655
428,142,1093,655
428,143,1093,655
428,144,1093,655
428,145,1093,655
428,146,1093,655
428,147,1093,655
428,148,1093,655
428,149,1093,655
428,150,1093,655
428,151,1093,655
428,152,1093,655
428,153,1093,655
428,154,1093,655
428,155,1093,655
428,156,1093,655
428,157,1093,655
428,158,1093,655
428,159,1093,655
428,160,1093,655
428,161,1093,655
428,162,1093,655
428,163,1093,655
428,164,1093,655
428,165,1093,655
428,166,1093,655
428,167,1093,655
428,168,1093,655
428,169,1093,655
428,170,1093,655
428,171,1093,655
428,172,1093,655
428,173,1093,655
428,174,1093,655
428,175,1093,655
428,176,1093,655
428,177,1093,655
428,178,1093,655
428,179,1093,655
428,180,1093,655
428,181,1093,655
428,182,1093,655
428,183,1093,655
428,184,1093,655
428,185,1093,655
428,186,1093,655
428,187,1093,655
428,188,1093,655
428,189,1093,655
428,190,1093,655
428,191,1093,655
428,192,1093,655
428,193,1093,655
428,194,1093,655
428,195,1093,655
428,196,1093,655
428,197,1093,655
428,198,1093,655
428,199,1093,655
428,200,1093,655
428,201,1093,655
428,202,1093,655
428,203,1093,655
428,204,1093,655
428,205,1093,655
428,206,1093,655
428,207,1093,655
428,208,1093,655
428,209,1093,655
428,210,1093,655
428,211,1093,655
428,212,1093,655
428,213,1093,655
428,214,1093,655
428,215,1093,655
428,216,1093,655
428,217,1093,655
428,218,1093,655
428,219,1093,655
428,220,1093,655
428,221,1093,655
428,222,1093,655
428,223,1093,655
428,224,1093,655
428,225,1093,655
428,226,1093,655
428,227,1093,655
428,228,1093,655
428,229,1093,655
428,230,1093,655
428,231,1093,655
428,232,1093,655
428,233,1093,655
428,234,1093,655
428,235,1093,655
428,236,1093,655
428,237,1093,655
428,238,1093,655
428,239,1093,655
428,240,1093,655
428,241,1093,655
428,242,1093,655
428,243,1093,655
428,244,1093,655
428,245,1093,655
428,246,1093,655
428,247,1093,655
428,248,1093,655
428,249,1093,655
428,250,1093,655
428,251,1093,655
428,252,1093,655
428,253,1093,655
428,254,1093,655
428,255,1093,655
428,256,1093,655
428,257,1093,655
428,258,1093,655
428,259,1093,655
428,260,1093,655
428,261,1093,655
428,262,1093,655
428,263,1093,655
428,264,1093,655
428,265,1093,655
428,266,1093,655
428,267,1093,655
428,268,1093,655
428,269,1093,655
428,270,1093,655
428,271,1093,655
428,272,1093,655
