Track ID,Frame Index,X,Y
10,0,0,0
10,1,0,0
10,2,0,0
10,3,0,0
10,4,0,0
10,5,0,0
10,6,0,0
10,7,0,0
10,8,0,0
10,9,0,0
10,10,0,0
10,11,0,0
10,12,0,0
10,13,0,0
10,14,0,0
10,15,0,0
10,16,0,0
10,17,0,0
10,18,0,0
10,19,0,0
10,20,0,0
10,21,0,0
10,22,0,0
10,23,0,0
10,24,0,0
10,25,0,0
10,26,0,0
10,27,0,0
10,28,0,0
10,29,0,0
10,30,0,0
10,31,0,0
10,32,0,0
10,33,0,0
10,34,0,0
10,35,0,0
10,36,0,0
10,37,0,0
10,38,0,0
10,39,0,0
10,40,195,326
10,41,218,280
10,42,218,280
10,43,218,280
10,44,273,453
10,45,292,504
10,46,305,525
10,47,320,534
10,48,344,537
10,49,462,540
10,50,511,538
10,51,539,537
10,52,554,537
10,53,564,537
10,54,572,537
10,55,612,537
10,56,662,536
10,57,706,535
10,58,744,536
10,59,766,535
10,60,789,535
10,61,799,535
10,62,805,535
10,63,810,535
10,64,815,534
10,65,823,535
10,66,833,535
10,67,843,534
10,68,857,534
10,69,873,535
10,70,890,536
10,71,909,536
10,72,926,536
10,73,942,537
10,74,951,538
10,75,958,540
10,76,962,540
10,77,966,539
10,78,968,538
10,79,967,538
10,80,967,538
10,81,967,538
10,82,967,538
10,83,968,537
10,84,971,538
10,85,975,540
10,86,980,543
10,87,987,549
10,88,994,552
10,89,998,555
10,90,995,557
10,91,990,559
10,92,982,561
10,93,971,564
10,94,962,566
10,95,951,568
10,96,941,569
10,97,936,570
10,98,931,570
10,99,925,569
10,100,919,568
10,101,915,567
10,102,913,566
10,103,912,565
10,104,912,564
10,105,912,564
10,106,912,563
10,107,911,563
10,108,910,563
10,109,910,562
10,110,910,562
10,111,910,562
10,112,910,562
10,113,911,562
10,114,913,562
10,115,913,563
10,116,914,564
10,117,915,566
10,118,917,565
10,119,920,564
10,120,922,563
10,121,923,562
10,122,924,560
10,123,923,559
10,124,922,558
10,125,921,562
10,126,918,562
10,127,918,562
10,128,917,561
10,129,915,560
10,130,913,559
10,131,913,559
10,132,917,558
10,133,919,558
10,134,922,559
10,135,926,561
10,136,932,563
10,137,939,565
10,138,945,566
10,139,950,567
10,140,956,569
10,141,961,569
10,142,967,571
10,143,974,572
10,144,978,573
10,145,981,575
10,146,985,577
10,147,988,579
10,148,990,581
10,149,994,582
10,150,995,583
10,151,996,584
10,152,996,585
10,153,996,588
10,154,997,590
10,155,997,593
10,156,996,596
10,157,997,600
10,158,998,603
10,159,999,608
10,160,1001,612
10,161,1003,617
10,162,1005,622
