Track ID,Frame Index,X,Y
390,0,193,481
390,1,193,481
390,2,193,481
390,3,176,435
390,4,189,437
390,5,203,440
390,6,218,441
390,7,235,442
390,8,250,442
390,9,269,443
390,10,287,441
390,11,305,440
390,12,324,439
390,13,327,440
390,14,327,440
390,15,364,446
390,16,374,448
390,17,405,449
390,18,423,454
390,19,440,459
390,20,440,459
390,21,440,459
390,22,440,459
390,23,440,459
390,24,440,459
390,25,581,357
390,26,581,357
390,27,581,357
390,28,626,369
390,29,632,371
390,30,644,378
390,31,645,381
390,32,649,386
390,33,649,386
390,34,649,386
390,35,649,386
390,36,649,386
390,37,649,386
390,38,649,386
390,39,649,386
390,40,649,386
390,41,649,386
390,42,649,386
390,43,649,386
390,44,649,386
390,45,649,386
390,46,649,386
390,47,649,386
390,48,649,386
390,49,769,515
390,50,766,521
390,51,766,521
390,52,766,521
390,53,764,518
390,54,764,518
390,55,764,518
390,56,764,518
390,57,764,518
390,58,764,518
390,59,757,463
390,60,757,463
390,61,757,463
390,62,757,463
390,63,757,463
390,64,757,463
390,65,757,463
390,66,757,463
390,67,757,463
390,68,744,476
390,69,744,473
390,70,744,471
390,71,744,471
390,72,744,471
390,73,744,471
390,74,744,471
390,75,744,471
390,76,744,471
390,77,744,471
390,78,744,471
390,79,744,471
390,80,744,471
390,81,744,471
390,82,744,471
390,83,744,471
390,84,744,471
390,85,744,471
390,86,744,471
390,87,744,471
390,88,744,471
390,89,744,471
390,90,744,471
390,91,744,471
390,92,744,471
390,93,744,471
390,94,744,471
390,95,744,471
390,96,744,471
390,97,744,471
390,98,744,471
390,99,744,471
390,100,744,471
390,101,744,471
390,102,744,471
390,103,744,471
390,104,744,471
390,105,744,471
390,106,744,471
390,107,744,471
390,108,744,471
390,109,744,471
390,110,744,471
390,111,744,471
390,112,744,471
390,113,744,471
390,114,744,471
390,115,744,471
390,116,744,471
390,117,744,471
390,118,744,471
390,119,744,471
390,120,744,471
390,121,747,482
390,122,750,471
390,123,753,465
390,124,755,456
390,125,755,456
390,126,755,456
390,127,755,456
390,128,755,456
390,129,755,456
390,130,769,510
390,131,769,517
390,132,769,517
390,133,769,517
390,134,769,517
390,135,769,517
390,136,769,517
390,137,769,517
390,138,769,517
390,139,769,517
390,140,769,517
390,141,769,517
390,142,769,517
390,143,769,517
390,144,769,517
390,145,769,517
390,146,769,517
390,147,769,517
390,148,769,517
390,149,769,517
390,150,769,517
390,151,769,517
390,152,769,517
390,153,769,517
390,154,769,517
390,155,769,517
390,156,769,517
390,157,769,517
390,158,769,517
390,159,769,517
390,160,691,384
390,161,678,371
390,162,678,371
390,163,646,367
390,164,646,367
390,165,646,367
390,166,646,367
390,167,646,367
390,168,646,367
390,169,646,367
390,170,646,367
390,171,646,367
390,172,646,367
390,173,646,367
390,174,646,367
390,175,646,367
390,176,646,367
390,177,428,416
390,178,413,419
390,179,399,423
390,180,385,425
390,181,370,430
390,182,353,430
390,183,353,430
390,184,319,443
390,185,299,430
390,186,283,421
390,187,274,419
390,188,257,417
390,189,241,400
390,190,229,414
390,191,215,419
390,192,199,418
390,193,176,419
390,194,166,420
390,195,152,421
390,196,141,422
390,197,140,420
390,198,135,417
390,199,119,414
390,200,109,410
390,201,102,408
390,202,96,406
390,203,90,405
390,204,85,403
390,205,80,403
390,206,75,405
390,207,70,409
390,208,70,409
390,209,70,409
390,210,70,409
390,211,70,409
390,212,70,409
390,213,70,409
390,214,70,409
390,215,70,409
390,216,70,409
390,217,70,409
390,218,70,409
390,219,70,409
390,220,70,409
390,221,70,409
390,222,70,409
390,223,70,409
390,224,70,409
390,225,70,409
390,226,70,409
390,227,70,409
390,228,70,409
390,229,70,409
390,230,70,409
390,231,70,409
390,232,70,409
390,233,70,409
390,234,70,409
390,235,70,409
390,236,70,409
390,237,70,409
390,238,70,409
390,239,70,409
390,240,70,409
