Track ID,Frame Index,X,Y
1,0,677,1073
1,1,678,1072
1,2,679,1073
1,3,681,1072
1,4,683,1072
1,5,686,1072
1,6,689,1073
1,7,691,1073
1,8,694,1073
1,9,695,1073
1,10,696,1072
1,11,697,1072
1,12,698,1073
1,13,699,1072
1,14,699,1073
1,15,701,1072
1,16,703,1072
1,17,706,1073
1,18,709,1073
1,19,712,1073
1,20,715,1073
1,21,717,1073
1,22,720,1072
1,23,723,1073
1,24,726,1073
1,25,729,1072
1,26,731,1073
1,27,733,1072
1,28,735,1072
1,29,736,1072
1,30,738,1072
1,31,740,1072
1,32,744,1071
1,33,746,1071
1,34,750,1071
1,35,754,1071
1,36,757,1070
1,37,759,1071
1,38,762,1071
1,39,765,1070
1,40,767,1071
1,41,770,1071
1,42,773,1070
1,43,776,1070
1,44,780,1070
1,45,783,1070
1,46,785,1070
1,47,788,1070
1,48,791,1070
1,49,794,1071
1,50,796,1070
1,51,798,1071
1,52,801,1071
1,53,803,1072
1,54,805,1072
1,55,807,1072
1,56,810,1072
1,57,811,1072
1,58,815,1072
1,59,817,1072
1,60,820,1072
1,61,823,1072
1,62,826,1072
1,63,827,1072
1,64,830,1072
1,65,833,1071
1,66,836,1072
1,67,837,1072
1,68,838,1072
1,69,840,1072
1,70,841,1072
1,71,842,1072
1,72,844,1072
1,73,847,1072
1,74,848,1072
1,75,849,1072
1,76,851,1072
1,77,852,1072
1,78,853,1072
1,79,854,1072
1,80,855,1072
1,81,856,1072
1,82,857,1072
1,83,857,1072
1,84,859,1072
1,85,860,1072
1,86,861,1072
1,87,863,1072
1,88,865,1072
1,89,866,1072
1,90,867,1073
1,91,869,1073
1,92,871,1072
1,93,872,1073
1,94,874,1073
1,95,875,1072
1,96,876,1072
1,97,877,1073
1,98,878,1073
1,99,880,1073
1,100,881,1073
1,101,881,1073
1,102,883,1073
1,103,885,1073
1,104,887,1073
1,105,888,1073
1,106,890,1073
1,107,892,1073
1,108,894,1074
1,109,896,1073
1,110,899,1073
1,111,902,1073
1,112,905,1073
1,113,907,1073
1,114,912,1072
1,115,917,1072
1,116,922,1072
1,117,925,1072
1,118,929,1072
1,119,933,1072
1,120,935,1072
1,121,937,1072
1,122,939,1071
1,123,941,1071
1,124,943,1071
1,125,945,1071
1,126,946,1072
1,127,949,1072
1,128,951,1071
1,129,953,1071
1,130,954,1072
1,131,957,1071
1,132,960,1071
1,133,961,1071
1,134,964,1071
1,135,967,1072
1,136,968,1072
1,137,970,1072
1,138,970,1071
1,139,969,1071
1,140,970,1071
1,141,971,1071
1,142,972,1070
1,143,975,1070
1,144,979,1070
1,145,986,1071
1,146,999,1071
1,147,1012,1071
1,148,1031,1071
1,149,1043,1072
1,150,1050,1072
1,151,1055,1072
1,152,1059,1072
1,153,1078,1072
1,154,1100,1071
1,155,1119,1070
1,156,1131,1070
1,157,1137,1071
1,158,1134,1072
1,159,1128,1071
1,160,1116,1071
1,161,1093,1071
1,162,1080,1071
1,163,1059,1072
1,164,1046,1073
1,165,1038,1072
1,166,1036,1072
1,167,1037,1072
1,168,1041,1072
1,169,1046,1073
1,170,1055,1074
1,171,1067,1073
1,172,1081,1073
1,173,1094,1072
1,174,1108,1072
1,175,1122,1072
1,176,1135,1071
1,177,1150,1072
1,178,1164,1070
1,179,1179,1068
1,180,1195,1074
1,181,1212,1075
1,182,1229,1069
1,183,1250,1071
1,184,1265,1067
1,185,1283,1067
1,186,1297,1067
1,187,1314,1069
1,188,1336,1071
1,189,1358,1072
1,190,1379,1069
1,191,1395,1070
1,192,1408,1070
1,193,1419,1072
1,194,1430,1074
1,195,1446,1075
