Track ID,Frame Index,X,Y
5,0,0,0
5,1,0,0
5,2,0,0
5,3,0,0
5,4,0,0
5,5,0,0
5,6,0,0
5,7,0,0
5,8,0,0
5,9,0,0
5,10,0,0
5,11,0,0
5,12,0,0
5,13,0,0
5,14,0,0
5,15,0,0
5,16,0,0
5,17,0,0
5,18,0,0
5,19,0,0
5,20,0,0
5,21,0,0
5,22,0,0
5,23,0,0
5,24,0,0
5,25,0,0
5,26,0,0
5,27,0,0
5,28,0,0
5,29,0,0
5,30,0,0
5,31,0,0
5,32,0,0
5,33,0,0
5,34,0,0
5,35,0,0
5,36,0,0
5,37,0,0
5,38,0,0
5,39,0,0
5,40,0,0
5,41,0,0
5,42,0,0
5,43,0,0
5,44,0,0
5,45,0,0
5,46,0,0
5,47,0,0
5,48,0,0
5,49,0,0
5,50,0,0
5,51,0,0
5,52,0,0
5,53,0,0
5,54,0,0
5,55,0,0
5,56,214,1044
5,57,241,1034
5,58,274,1038
5,59,308,1052
5,60,333,1057
5,61,358,1061
5,62,380,1059
5,63,470,1066
5,64,517,1070
5,65,538,1069
5,66,557,1069
5,67,589,1071
5,68,619,1073
5,69,640,1074
5,70,682,1073
5,71,714,1074
5,72,714,1074
5,73,775,1075
5,74,807,1076
5,75,807,1076
5,76,891,1075
5,77,968,1073
5,78,968,1073
5,79,1107,1070
5,80,1139,1072
5,81,1133,1073
5,82,1186,1076
5,83,1219,1075
5,84,1248,1074
5,85,1248,1074
5,86,1248,1074
5,87,1248,1074
5,88,1384,1063
5,89,1424,1058
5,90,1455,1056
5,91,1494,1057
5,92,1524,1058
5,93,1524,1058
5,94,1524,1058
5,95,1610,1048
5,96,1623,1036
5,97,1623,1036
5,98,1678,1021
5,99,1703,1009
5,100,1703,1009
5,101,1703,1009
5,102,1776,1040
5,103,1799,1046
5,104,1821,1037
5,105,1837,1034
5,106,1856,1031
5,107,1868,1033
5,108,1868,1033
5,109,1911,897
5,110,1935,850
5,111,1935,850
5,112,1957,1014
5,113,1969,1043
5,114,1980,942
5,115,1980,942
5,116,2042,867
5,117,2054,863
5,118,2050,866
5,119,2044,871
5,120,2044,871
5,121,2044,871
5,122,2020,881
5,123,2015,879
5,124,1993,879
5,125,1978,884
5,126,1965,891
5,127,1951,905
5,128,1937,944
5,129,1921,994
5,130,1910,1034
5,131,1900,1061
5,132,1893,1073
5,133,1887,1081
5,134,1883,1083
5,135,1878,1086
5,136,1871,1087
5,137,1865,1092
5,138,1860,1105
5,139,1855,1110
5,140,1852,1119
5,141,1851,1122
5,142,1852,1135
5,143,1851,1145
5,144,1844,1165
5,145,1840,1184
5,146,1837,1193
5,147,1837,1164
5,148,1830,1158
5,149,1829,1165
5,150,1816,1177
5,151,1822,1189
5,152,1812,1201
5,153,1804,1216
5,154,1795,1232
5,155,1785,1251
5,156,1773,1269
5,157,1763,1286
5,158,1755,1299
5,159,1738,1309
5,160,1727,1321
5,161,1707,1332
5,162,1689,1337
5,163,1676,1340
5,164,1681,1345
5,165,1675,1348
5,166,1669,1347
5,167,1664,1352
5,168,1657,1353
5,169,1650,1351
5,170,1640,1347
5,171,1631,1346
5,172,1625,1348
5,173,1611,1347
5,174,1602,1348
5,175,1598,1351
5,176,1592,1354
5,177,1586,1356
5,178,1587,1356
5,179,1587,1357
5,180,1587,1359
5,181,1583,1360
5,182,1582,1366
5,183,1574,1366
5,184,1567,1366
5,185,1568,1366
5,186,1563,1367
5,187,1556,1367
5,188,1557,1364
5,189,1554,1364
5,190,1553,1363
5,191,1560,1365
5,192,1567,1371
5,193,1572,1364
5,194,1581,1360
5,195,1581,1361
5,196,1586,1364
5,197,1584,1364
5,198,1577,1358
5,199,1577,1359
5,200,1577,1357
5,201,1579,1353
5,202,1576,1359
5,203,1572,1357
5,204,1577,1351
5,205,1573,1349
5,206,1573,1343
5,207,1568,1346
5,208,1572,1347
5,209,1577,1345
5,210,1580,1344
5,211,1581,1347
5,212,1581,1355
5,213,1574,1349
5,214,1570,1347
5,215,1568,1345
5,216,1570,1343
5,217,1575,1343
5,218,1578,1345
5,219,1579,1345
5,220,1581,1349
5,221,1582,1347
5,222,1578,1362
5,223,1582,1375
5,224,1582,1384
5,225,1579,1391
5,226,1578,1397
5,227,1579,1389
5,228,1581,1387
5,229,1584,1382
5,230,1586,1388
5,231,1587,1396
5,232,1589,1396
5,233,1589,1400
5,234,1589,1400
5,235,1588,1402
5,236,1589,1400
5,237,1589,1401
5,238,1587,1395
5,239,1585,1395
5,240,1584,1395
5,241,1589,1394
5,242,1592,1395
5,243,1591,1392
5,244,1587,1389
5,245,1584,1389
5,246,1584,1383
5,247,1588,1377
5,248,1588,1375
5,249,1589,1382
5,250,1589,1387
5,251,1589,1387
5,252,1590,1391
5,253,1591,1394
5,254,1592,1395
5,255,1589,1392
5,256,1588,1390
5,257,1587,1393
5,258,1588,1390
5,259,1590,1392
5,260,1591,1389
5,261,1591,1392
5,262,1592,1392
5,263,1590,1391
5,264,1592,1393
5,265,1591,1394
5,266,1590,1397
5,267,1592,1394
5,268,1592,1389
5,269,1593,1387
5,270,1594,1386
5,271,1594,1389
5,272,1591,1394
5,273,1590,1394
5,274,1590,1390
5,275,1589,1387
5,276,1589,1392
5,277,1591,1392
5,278,1594,1394
5,279,1595,1401
5,280,1594,1403
5,281,1589,1405
5,282,1587,1407
5,283,1584,1411
5,284,1578,1414
5,285,1578,1415
5,286,1579,1412
5,287,1577,1411
5,288,1582,1399
5,289,1582,1397
5,290,1583,1403
5,291,1584,1402
5,292,1585,1393
5,293,1590,1402
5,294,1587,1405
5,295,1583,1404
5,296,1583,1403
5,297,1587,1403
5,298,1592,1402
5,299,1594,1393
5,300,1599,1402
5,301,1605,1403
5,302,1606,1404
5,303,1608,1407
5,304,1607,1408
5,305,1613,1411
5,306,1620,1412
5,307,1628,1410
5,308,1638,1412
5,309,1644,1416
5,310,1649,1417
5,311,1649,1424
5,312,1652,1426
5,313,1655,1425
5,314,1658,1424
5,315,1668,1417
5,316,1668,1417
5,317,1668,1417
5,318,1668,1417
5,319,1668,1417
5,320,1774,1371
5,321,1784,1362
5,322,1792,1345
5,323,1792,1345
5,324,1795,1299
5,325,1801,1274
5,326,1804,1250
5,327,1807,1231
5,328,1811,1212
5,329,1816,1200
5,330,1820,1181
5,331,1823,1167
5,332,1826,1156
5,333,1826,1147
5,334,1826,1147
5,335,1762,1130
5,336,1752,1121
5,337,1750,1115
5,338,1758,1111
5,339,1767,1108
5,340,1786,1106
5,341,1797,1105
5,342,1807,1103
5,343,1816,1102
5,344,1813,1101
5,345,1802,1100
5,346,1797,1097
