0,couch,1079,873,2489,1878
0,person,215,3,1141,2131
1,person,215,3,1142,2132
1,couch,1081,873,2488,1877
2,couch,1081,872,2488,1876
2,person,213,3,1147,2132
3,person,214,3,1153,2131
3,couch,1082,872,2490,1877
4,person,214,3,1158,2131
4,couch,1083,870,2492,1876
5,person,217,3,1160,2131
5,couch,1085,870,2492,1875
6,person,219,3,1165,2130
6,couch,1086,870,2492,1876
7,person,222,3,1167,2130
7,couch,1089,870,2493,1874
8,couch,1089,870,2494,1873
8,person,226,3,1166,2129
9,person,228,3,1166,2131
9,couch,1089,868,2495,1873
10,person,230,3,1166,2132
10,couch,1089,868,2497,1873
11,couch,1092,868,2498,1874
11,person,231,4,1168,2129
12,couch,1093,868,2501,1873
12,person,232,4,1168,2130
13,person,233,4,1168,2131
13,couch,1094,868,2502,1871
14,couch,1095,868,2503,1869
14,person,234,3,1169,2130
15,person,233,1,1171,2130
15,couch,1097,868,2505,1869
16,couch,1098,866,2507,1870
16,person,235,1,1173,2131
17,person,236,1,1176,2133
17,couch,1099,867,2508,1869
18,person,240,1,1178,2131
18,couch,1101,867,2510,1869
19,person,242,1,1180,2130
19,couch,1103,866,2512,1870
20,person,246,1,1182,2131
20,couch,1106,866,2513,1869
21,person,248,1,1186,2131
21,couch,1109,865,2517,1866
22,person,252,1,1189,2130
22,couch,1111,866,2519,1864
23,person,255,4,1191,2131
23,couch,1114,866,2522,1863
24,person,258,3,1193,2131
24,couch,1116,865,2524,1863
25,person,260,3,1199,2130
25,couch,1119,864,2526,1862
26,person,261,4,1200,2130
26,couch,1121,864,2530,1862
27,person,263,4,1203,2131
27,couch,1122,863,2532,1862
27,chair,0,1298,139,1869
28,person,265,3,1206,2130
28,couch,1125,863,2534,1863
28,chair,0,1297,142,1869
29,person,266,3,1208,2131
29,couch,1123,863,2539,1862
29,chair,0,1296,139,1887
30,person,266,3,1211,2131
30,couch,1128,861,2539,1863
31,person,268,3,1214,2131
31,couch,1129,864,2544,1863
31,chair,0,1295,145,1884
32,person,270,3,1217,2131
32,couch,1132,861,2546,1863
32,chair,0,1295,145,1880
33,person,273,3,1222,2131
33,couch,1135,861,2548,1862
34,person,274,4,1225,2132
34,couch,1136,860,2552,1862
35,person,276,3,1231,2131
35,couch,1137,860,2554,1865
36,person,279,3,1234,2131
36,couch,1139,860,2556,1863
37,person,279,3,1238,2132
37,couch,1141,861,2559,1864
38,person,282,3,1244,2131
38,couch,1142,862,2560,1862
39,person,285,3,1248,2131
39,couch,1144,861,2563,1863
40,person,286,3,1251,2131
40,couch,1146,861,2564,1864
41,person,287,3,1257,2131
41,couch,1148,862,2565,1862
42,person,289,3,1260,2131
42,couch,1150,862,2568,1862
43,person,291,3,1265,2131
43,couch,1152,862,2569,1862
44,person,296,3,1267,2131
44,couch,1154,862,2571,1861
45,person,296,3,1270,2132
45,couch,1156,862,2572,1862
46,person,301,3,1274,2132
46,couch,1159,862,2573,1860
47,person,303,3,1275,2133
47,couch,1161,862,2576,1861
48,person,305,3,1277,2132
48,couch,1163,862,2578,1861
49,person,309,3,1279,2133
49,couch,1167,863,2580,1860
50,person,312,3,1280,2133
50,couch,1169,863,2582,1859
51,person,315,3,1281,2133
51,couch,1170,863,2583,1860
