0,couch,602,625,2159,1655
0,couch,3043,1357,3837,2139
1,couch,603,625,2157,1655
1,couch,3040,1355,3836,2144
2,couch,602,625,2153,1654
2,couch,3043,1357,3837,2144
3,couch,604,625,2160,1654
3,couch,3046,1358,3837,2143
4,couch,603,625,2155,1653
4,couch,3043,1361,3837,2139
5,couch,604,626,2155,1654
5,couch,3047,1358,3837,2145
6,couch,606,627,2157,1656
6,couch,3046,1358,3836,2145
7,couch,606,628,2158,1657
7,couch,3046,1358,3836,2145
8,couch,607,628,2163,1660
8,couch,3047,1361,3836,2145
9,couch,608,628,2164,1661
10,couch,609,628,2165,1660
10,couch,3051,1359,3836,2146
11,couch,609,629,2165,1660
11,couch,3052,1360,3836,2146
12,couch,608,630,2164,1659
12,couch,3057,1363,3837,2146
13,couch,609,630,2165,1659
14,couch,611,629,2165,1659
15,couch,613,631,2169,1660
16,couch,614,632,2173,1661
17,couch,615,633,2172,1664
18,couch,616,635,2175,1663
19,couch,617,636,2173,1662
20,couch,620,636,2175,1662
21,couch,620,637,2176,1664
22,couch,621,638,2178,1665
23,couch,622,639,2176,1670
24,couch,625,642,2178,1668
24,couch,3067,1381,3837,2146
25,couch,626,643,2178,1669
25,couch,3070,1386,3837,2148
26,couch,626,645,2181,1671
26,couch,3067,1378,3836,2145
27,couch,627,646,2183,1674
27,couch,3071,1393,3837,2148
28,couch,631,647,2184,1674
29,couch,631,647,2184,1674
29,couch,3074,1401,3837,2148
30,couch,633,648,2185,1676
31,couch,636,650,2187,1677
32,couch,638,652,2189,1677
33,couch,639,653,2191,1678
34,couch,639,653,2191,1680
35,couch,641,654,2192,1681
36,couch,645,656,2189,1683
37,couch,646,658,2192,1685
38,couch,647,658,2192,1686
39,couch,647,659,2194,1686
40,couch,650,659,2196,1687
41,couch,650,660,2198,1687
42,couch,654,660,2196,1689
43,couch,654,662,2201,1688
44,couch,655,663,2201,1691
45,couch,655,664,2205,1692
45,couch,3093,1399,3836,2145
46,couch,656,664,2208,1692
47,couch,659,665,2210,1694
48,couch,660,667,2209,1695
49,couch,661,668,2212,1695
50,couch,665,670,2218,1697
51,couch,666,670,2215,1699
52,couch,669,674,2209,1701
52,couch,3115,1409,3836,2147
53,couch,668,673,2216,1701
54,couch,672,675,2218,1703
55,couch,674,677,2215,1707
55,person,1,6,375,2055
56,couch,678,679,2214,1709
56,person,0,2,431,2053
57,couch,679,681,2215,1710
57,person,2,1,507,2055
58,couch,681,682,2217,1712
58,person,2,2,576,2059
59,couch,683,684,2219,1714
